campaign_id,branch_type,region,season,occasion,cake_type,promotion_type,discount_percent,social_media_spend,influencer_support,customization_available,personalized_bundle,day_of_week,campaign_duration_days,estimated_foot_traffic,website_visits,branch_capacity,base_price,actual_orders,actual_revenue,gross_margin_percent,campaign_cost,actual_profit,actual_roi,success_label
CMP-01396,Transit,Bangkok,Valentine,Office Celebration,Chocolate,Personalized Box,10,35877,0,1,1,Weekend,7,9507,6029,321,722,267,209930.89,58.49,65437.11,57352.49,0.876,0
CMP-01397,Hospital,Bangkok,Songkran,Friend Group,Fruit Cake,Bundle,15,18301,0,0,0,Weekday,4,3247,2688,235,900,105,80325.0,58.83,27736.29,19520.11,0.704,0
CMP-01398,Neighborhood,Central,Normal,Self Reward,Vanilla,Bundle,20,18575,1,0,1,Weekday,12,6205,4839,342,721,334,215769.34,44.12,94492.02,709.26,0.008,0
CMP-01399,Neighborhood,Bangkok,Christmas,Birthday,Red Velvet,Free Add-on,15,40419,1,0,0,Weekend,6,4750,8478,519,984,305,255102.0,49.7,104358.58,22419.7,0.215,0
CMP-01400,Neighborhood,Bangkok,New Year,Couple Gift,Chocolate,Social Challenge,25,32302,0,1,0,Weekday,4,5573,7112,269,882,154,111039.39,48.95,49060.47,5290.31,0.108,0
CMP-01401,Neighborhood,North,Christmas,Friend Group,Matcha,Personalized Box,5,24909,1,0,1,Weekday,3,3876,7444,335,796,137,116031.33,54.51,81725.37,-18472.9,-0.226,0
CMP-01402,Hospital,Bangkok,Normal,Self Reward,Fruit Cake,Free Add-on,30,39262,0,1,1,Weekday,9,6932,6958,339,947,388,311218.29,48.02,71531.4,77914.95,1.089,0
CMP-01403,Mall,Central,Mother's Day,Friend Group,Vanilla,Free Add-on,15,21097,0,1,1,Weekday,3,12601,3841,731,761,259,202716.32,47.95,38714.9,58481.38,1.511,1
CMP-01404,CBD / Office,Bangkok,Normal,Seasonal Gift,Strawberry,Discount,5,37644,0,0,0,Weekday,9,9754,6155,380,895,346,294186.5,45.0,74085.16,58299.3,0.787,0
CMP-01405,Hospital,Central,Normal,Office Celebration,Red Velvet,Personalized Box,5,21271,0,1,0,Weekend,3,6102,4225,372,1121,127,147421.03,51.93,30157.02,46402.75,1.539,1
CMP-01406,CBD / Office,Central,Normal,Office Celebration,Vanilla,Free Add-on,25,5000,1,0,0,Weekday,9,7751,1143,674,644,152,73416.0,44.36,60852.57,-28283.17,-0.465,0
CMP-01407,Neighborhood,Bangkok,Graduation,Family Celebration,Fruit Cake,Personalized Box,5,32471,0,1,1,Weekday,8,7945,5037,261,930,260,277949.1,48.22,63780.69,70253.78,1.101,0
CMP-01408,Neighborhood,South,Valentine,Office Celebration,Chocolate,Limited Edition,5,5000,0,0,0,Weekday,3,4817,1516,461,862,102,86868.91,55.06,10924.01,36903.36,3.378,1
CMP-01409,Neighborhood,Bangkok,New Year,Friend Group,Strawberry,Personalized Box,20,24004,0,1,0,Weekday,14,5976,3810,445,836,531,387094.75,44.38,50488.01,121306.49,2.403,1
CMP-01410,Hospital,Central,Graduation,Seasonal Gift,Chocolate,Limited Edition,10,5000,0,1,0,Weekday,14,3456,1777,254,747,193,147089.02,53.66,42940.51,35988.62,0.838,0
CMP-01411,Transit,Northeast,Valentine,Couple Gift,Fruit Cake,Bundle,10,68165,1,1,0,Weekend,6,5623,13694,212,976,171,163724.98,50.67,104958.89,-21997.48,-0.21,0
CMP-01412,Neighborhood,Bangkok,Normal,Couple Gift,Cheesecake,Free Add-on,30,41313,0,0,0,Weekend,4,6075,4840,433,966,179,121039.8,55.2,54054.61,12755.12,0.236,0
CMP-01413,Hospital,South,Normal,Family Celebration,Matcha,Social Challenge,10,40271,1,0,0,Weekday,7,5182,8542,279,939,243,205359.3,51.65,96285.05,9784.21,0.102,0
CMP-01414,CBD / Office,North,Normal,Family Celebration,Fruit Cake,Limited Edition,15,18995,0,0,0,Weekend,11,9702,3964,390,898,309,245294.09,38.85,52446.64,42858.04,0.817,0
CMP-01415,CBD / Office,Northeast,Christmas,Self Reward,Vanilla,Bundle,25,5000,0,0,0,Weekday,14,6796,2203,535,682,325,166237.5,48.23,39458.3,40717.36,1.032,0
CMP-01416,Mall,Bangkok,Normal,Family Celebration,Chocolate,Discount,25,16403,0,0,0,Weekday,14,12212,2309,657,834,334,208917.0,46.27,65151.54,31521.58,0.484,0
CMP-01417,Neighborhood,Bangkok,New Year,Couple Gift,Strawberry,Discount,10,22118,0,1,0,Weekend,8,7167,3988,474,880,282,243444.96,60.09,53610.55,92671.38,1.729,1
CMP-01418,Transit,Central,Normal,Birthday,Matcha,Limited Edition,25,39509,1,0,0,Weekend,13,9416,9099,224,881,386,265251.48,43.78,129114.26,-12996.69,-0.101,0
CMP-01419,Mall,Bangkok,Songkran,Seasonal Gift,Cheesecake,Creator Collaboration,5,29345,0,0,0,Weekday,13,13971,6747,582,905,564,484899.0,58.12,80779.41,201046.59,2.489,0
CMP-01420,Neighborhood,North,New Year,Friend Group,Strawberry,Free Add-on,5,14968,0,0,0,Weekday,4,5098,2842,242,843,115,92097.75,49.65,27395.94,18329.5,0.669,0
CMP-01421,University Area,Bangkok,Normal,Family Celebration,Fruit Cake,Social Challenge,5,79933,1,1,0,Weekend,3,10928,25750,349,793,134,110034.3,53.79,127847.66,-68657.21,-0.537,0
CMP-01422,Transit,Bangkok,New Year,Family Celebration,Matcha,Free Add-on,10,33321,1,0,0,Weekend,3,10562,6818,264,920,105,86940.0,48.05,79650.04,-37878.8,-0.476,0
CMP-01423,CBD / Office,Northeast,Christmas,Friend Group,Matcha,Limited Edition,5,18172,0,0,0,Weekend,13,8258,2692,631,999,287,283272.44,57.23,62178.46,99939.61,1.607,0
CMP-01424,University Area,Central,Normal,Friend Group,Matcha,Personalized Box,10,15657,0,0,0,Weekend,10,6706,3670,322,869,247,193178.7,51.07,38420.33,60228.35,1.568,0
CMP-01425,University Area,Bangkok,Normal,Self Reward,Fruit Cake,Limited Edition,15,26666,1,1,0,Weekday,4,7677,5675,478,833,215,172568.78,56.32,82115.2,15082.67,0.184,0
CMP-01426,CBD / Office,South,Valentine,Birthday,Matcha,Personalized Box,10,14603,0,1,0,Weekend,13,8498,2775,363,773,470,356407.11,45.57,66018.67,96387.53,1.46,1
CMP-01427,Neighborhood,Bangkok,Mother's Day,Office Celebration,Cheesecake,Discount,10,43493,0,0,0,Weekend,3,5029,7443,482,892,198,158954.4,54.22,52122.86,34064.69,0.654,0
CMP-01428,Transit,Central,Normal,Office Celebration,Strawberry,Creator Collaboration,10,31122,0,1,0,Weekend,14,8611,4599,395,779,383,292688.22,43.45,77219.55,49957.46,0.647,0
CMP-01429,Neighborhood,Bangkok,New Year,Couple Gift,Fruit Cake,Bundle,30,32355,0,1,1,Weekday,11,6298,3713,400,955,455,368042.67,39.54,78650.2,66881.88,0.85,0
CMP-01430,Transit,Central,Christmas,Office Celebration,Chocolate,Discount,20,14748,0,1,0,Weekend,12,7547,2364,365,740,291,187776.48,54.18,58502.59,43240.3,0.739,0
CMP-01431,University Area,Northeast,New Year,Family Celebration,Vanilla,Free Add-on,10,65066,1,0,1,Weekday,11,7225,16566,357,824,487,404498.3,55.73,148028.71,77386.94,0.523,0
CMP-01432,University Area,Central,Back to School,Seasonal Gift,Strawberry,Creator Collaboration,10,70036,1,1,0,Weekday,8,7849,25148,294,921,309,279181.81,49.78,128597.89,10367.27,0.081,0
CMP-01433,Neighborhood,Bangkok,New Year,Friend Group,Cheesecake,Personalized Box,15,64366,0,1,1,Weekday,8,7051,9446,311,936,322,309981.67,51.29,92789.14,66214.13,0.714,0
CMP-01434,University Area,Central,Mother's Day,Birthday,Vanilla,Limited Edition,10,23619,0,1,0,Weekday,14,5720,3810,569,980,509,508916.12,58.73,61719.58,237167.29,3.843,0
CMP-01435,Transit,Bangkok,Valentine,Office Celebration,Fruit Cake,Discount,10,22663,0,0,1,Weekday,14,9243,3720,258,936,501,472687.49,56.08,82713.6,182377.76,2.205,1
CMP-01436,Mall,Bangkok,Songkran,Family Celebration,Vanilla,Limited Edition,0,5000,0,0,0,Weekday,7,11686,1572,563,825,211,181038.0,55.42,26782.92,73545.13,2.746,0
CMP-01437,CBD / Office,South,Graduation,Family Celebration,Matcha,Free Add-on,20,26731,1,0,0,Weekend,10,10052,3869,504,836,347,232073.6,43.12,96903.03,3170.62,0.033,0
CMP-01438,CBD / Office,Central,Normal,Birthday,Matcha,Bundle,25,5000,0,0,1,Weekday,4,8975,1351,502,910,112,85612.8,50.81,25917.55,17583.23,0.678,0
CMP-01439,University Area,South,Christmas,Birthday,Matcha,Limited Edition,25,8123,0,1,1,Weekday,14,6638,2603,546,872,370,304507.63,50.46,56795.23,96851.33,1.705,0
CMP-01440,Transit,South,Graduation,Seasonal Gift,Matcha,Social Challenge,15,70507,1,0,0,Weekday,10,5651,15491,406,882,488,365853.6,53.22,122466.7,72245.95,0.59,0
CMP-01441,Mall,South,Normal,Seasonal Gift,Red Velvet,Limited Edition,15,16152,0,0,0,Weekday,11,12907,2409,709,965,320,272979.2,40.46,50761.64,59694.15,1.176,0
CMP-01442,Mall,Bangkok,Songkran,Couple Gift,Vanilla,Discount,20,62601,1,0,0,Weekday,8,13633,10327,555,773,539,333317.6,47.33,128172.1,29584.08,0.231,0
CMP-01443,Hospital,Bangkok,Graduation,Office Celebration,Vanilla,Discount,20,5784,0,1,0,Weekday,8,4109,2011,226,816,132,93924.86,51.52,21156.11,27234.55,1.287,0
CMP-01444,CBD / Office,Central,New Year,Family Celebration,Red Velvet,Free Add-on,10,26126,0,0,1,Weekday,11,11076,4405,677,963,541,525150.86,59.99,59262.04,255753.83,4.316,0
CMP-01445,Transit,Northeast,Christmas,Self Reward,Cheesecake,Discount,25,37032,0,0,1,Weekend,4,6511,6800,388,969,218,177443.28,52.59,59008.88,34310.81,0.581,0
CMP-01446,CBD / Office,Bangkok,Christmas,Family Celebration,Vanilla,Social Challenge,20,34270,0,0,0,Weekday,10,10343,7715,432,712,563,320684.8,45.39,70251.56,75317.14,1.072,0
CMP-01447,Transit,South,Back to School,Office Celebration,Matcha,Discount,20,22249,0,0,0,Weekday,13,10898,3716,380,824,322,212262.4,51.7,65362.68,44378.87,0.679,0
CMP-01448,Neighborhood,South,Normal,Birthday,Vanilla,Bundle,10,42107,1,0,1,Weekend,10,3191,6983,508,758,378,288816.19,56.72,116251.51,47558.85,0.409,0
CMP-01449,CBD / Office,Bangkok,Valentine,Family Celebration,Cheesecake,Personalized Box,25,31787,0,1,0,Weekend,11,10728,5405,394,944,643,496215.96,57.07,54887.48,228321.29,4.16,1
CMP-01450,Mall,Central,Normal,Birthday,Cheesecake,Bundle,15,30468,1,0,1,Weekday,11,12253,6152,422,922,542,475737.25,49.32,88748.95,145884.19,1.644,1
CMP-01451,Mall,Bangkok,Graduation,Friend Group,Cheesecake,Limited Edition,5,53476,1,1,0,Weekend,5,14801,13565,634,860,461,426955.7,57.09,94233.65,149529.44,1.587,1
CMP-01452,University Area,Central,Normal,Family Celebration,Strawberry,Personalized Box,0,34465,0,0,1,Weekday,10,5169,7313,429,946,339,359177.28,59.56,74281.71,139643.99,1.88,1
CMP-01453,Neighborhood,North,Graduation,Seasonal Gift,Cheesecake,Social Challenge,30,65254,1,0,0,Weekend,3,3476,20666,383,966,158,106839.6,40.35,109510.59,-66404.49,-0.606,0
CMP-01454,CBD / Office,Bangkok,New Year,Office Celebration,Fruit Cake,Discount,10,30183,0,0,0,Weekday,9,10377,2797,554,959,285,245983.5,52.94,60641.69,69576.98,1.147,0
CMP-01455,Mall,Bangkok,Graduation,Office Celebration,Red Velvet,Social Challenge,25,61305,1,0,1,Weekend,8,16014,16115,638,940,697,550351.2,57.81,111488.83,206665.87,1.854,1
CMP-01456,Neighborhood,Northeast,Normal,Office Celebration,Red Velvet,Free Add-on,20,57158,1,0,0,Weekend,8,3689,8170,364,1004,373,299593.6,54.06,106958.42,54995.75,0.514,0
CMP-01457,University Area,Northeast,Mother's Day,Couple Gift,Vanilla,Social Challenge,30,55601,0,1,0,Weekend,12,4676,16562,286,703,412,220992.27,46.23,103598.99,-1432.53,-0.014,0
CMP-01458,University Area,Central,New Year,Birthday,Strawberry,Discount,15,63164,1,1,0,Weekend,12,9015,11911,563,778,859,619181.8,55.04,139447.31,201332.3,1.444,1
CMP-01459,Neighborhood,Bangkok,Valentine,Birthday,Strawberry,Free Add-on,15,51263,0,1,0,Weekday,11,8388,8515,450,931,720,621051.48,51.58,84647.45,235677.65,2.784,1
CMP-01460,Mall,Bangkok,Back to School,Seasonal Gift,Red Velvet,Discount,15,13731,0,0,0,Weekday,14,12412,1603,710,1022,325,282327.5,53.26,67414.91,82949.67,1.23,0
CMP-01461,Neighborhood,Central,Back to School,Seasonal Gift,Vanilla,Personalized Box,30,19918,0,0,0,Weekday,4,2253,3831,358,590,128,52864.0,48.19,36610.28,-11132.89,-0.304,0
CMP-01462,Mall,North,Mother's Day,Family Celebration,Strawberry,Social Challenge,0,36934,0,1,0,Weekday,5,10850,8081,447,855,269,250694.55,59.53,52099.38,97142.18,1.865,1
CMP-01463,Mall,Northeast,Valentine,Self Reward,Cheesecake,Social Challenge,20,31228,1,1,1,Weekday,8,12876,7996,625,988,718,686683.71,51.86,107027.91,249090.41,2.327,1
CMP-01464,Transit,Northeast,New Year,Birthday,Fruit Cake,Creator Collaboration,25,59348,1,0,0,Weekend,14,7451,14549,321,1028,584,450264.0,47.47,115686.45,98036.24,0.847,0
CMP-01465,University Area,South,Songkran,Self Reward,Strawberry,Free Add-on,15,27954,0,1,0,Weekday,8,6871,3697,576,970,210,188728.05,45.27,44548.18,40889.82,0.918,0
CMP-01466,Mall,Central,Songkran,Seasonal Gift,Chocolate,Social Challenge,30,55006,1,0,0,Weekday,7,10949,10424,597,965,562,379631.0,46.39,120424.62,55700.71,0.463,0
CMP-01467,Mall,Northeast,Christmas,Birthday,Chocolate,Personalized Box,10,46022,0,1,1,Weekend,6,10029,5099,525,966,382,401854.07,53.52,75062.83,140018.05,1.865,1
CMP-01468,CBD / Office,Bangkok,Mother's Day,Birthday,Strawberry,Personalized Box,25,29974,0,1,1,Weekend,9,9371,3296,644,1041,462,436454.86,45.11,65646.11,131221.82,1.999,0
CMP-01469,Neighborhood,North,New Year,Office Celebration,Chocolate,Discount,25,8582,0,0,1,Weekday,13,4850,1680,385,775,183,119133.0,43.38,51667.02,8.5,0.0,0
CMP-01470,Mall,Bangkok,Songkran,Birthday,Red Velvet,Discount,0,37500,0,1,0,Weekday,9,13619,4534,447,1006,374,410105.96,53.6,57056.46,162739.85,2.852,1
CMP-01471,Neighborhood,Central,Graduation,Family Celebration,Strawberry,Limited Edition,25,31491,0,0,1,Weekday,11,8228,4641,382,853,355,264539.18,44.46,82986.61,34630.44,0.417,0
CMP-01472,CBD / Office,North,Normal,Family Celebration,Vanilla,Discount,0,51985,1,0,0,Weekday,14,11392,9715,646,684,631,431604.0,55.52,141919.57,97709.26,0.688,0
CMP-01473,University Area,Bangkok,Valentine,Couple Gift,Chocolate,Bundle,10,5000,0,0,0,Weekday,6,8698,1339,572,814,184,134798.4,53.68,17927.36,54427.3,3.036,0
CMP-01474,Neighborhood,Bangkok,Normal,Seasonal Gift,Strawberry,Free Add-on,0,37143,1,0,0,Weekday,11,5463,6542,460,823,265,218095.0,66.0,114468.38,29474.32,0.257,0
CMP-01475,Hospital,South,Songkran,Birthday,Cheesecake,Limited Edition,10,18232,0,0,0,Weekday,10,4716,3372,185,929,192,166952.45,42.77,37680.69,33720.52,0.895,0
CMP-01476,Neighborhood,Bangkok,Normal,Self Reward,Chocolate,Creator Collaboration,15,62100,1,0,0,Weekend,5,8523,20646,347,892,224,169836.8,45.8,115263.32,-37486.43,-0.325,0
CMP-01477,Neighborhood,Bangkok,New Year,Birthday,Matcha,Creator Collaboration,20,38178,0,0,1,Weekday,10,5192,8221,246,952,361,307930.11,53.17,63989.17,99732.47,1.559,1
CMP-01478,University Area,Central,Mother's Day,Seasonal Gift,Strawberry,Personalized Box,25,5000,0,0,1,Weekday,14,8624,1400,471,915,344,264398.4,49.19,53225.37,76836.03,1.444,0
CMP-01479,Hospital,Bangkok,Normal,Birthday,Matcha,Discount,20,9094,0,1,1,Weekend,5,4902,1253,326,915,97,85914.84,47.95,44612.1,-3416.36,-0.077,0
CMP-01480,Mall,Bangkok,New Year,Family Celebration,Matcha,Bundle,25,43428,0,1,1,Weekend,3,14059,6680,535,956,221,191732.97,55.25,67442.74,38484.64,0.571,0
CMP-01481,University Area,Bangkok,Normal,Family Celebration,Strawberry,Creator Collaboration,15,40702,0,1,0,Weekend,7,6620,10877,523,858,431,342617.85,57.45,55565.2,141281.73,2.543,1
CMP-01482,Transit,Bangkok,Normal,Office Celebration,Cheesecake,Discount,10,17948,0,1,1,Weekday,3,9693,3785,353,935,129,131349.73,52.43,35273.73,33597.89,0.952,0
CMP-01483,CBD / Office,Northeast,Normal,Self Reward,Vanilla,Bundle,20,31760,1,1,0,Weekday,9,7672,9038,629,794,630,436191.84,53.1,105916.66,125722.07,1.187,0
CMP-01484,Neighborhood,North,Christmas,Self Reward,Matcha,Personalized Box,25,49890,1,0,1,Weekday,10,4708,11677,477,931,693,541953.72,49.29,127323.67,139811.59,1.098,0
CMP-01485,Neighborhood,South,Christmas,Couple Gift,Chocolate,Discount,25,27886,0,1,0,Weekend,9,6827,2695,268,855,270,188719.88,42.77,65453.51,15252.9,0.233,0
CMP-01486,CBD / Office,Bangkok,Mother's Day,Office Celebration,Strawberry,Creator Collaboration,5,77938,1,0,0,Weekday,12,9871,20555,587,905,865,743683.75,41.78,156663.53,154040.67,0.983,0
CMP-01487,Neighborhood,Central,Valentine,Birthday,Red Velvet,Social Challenge,30,65593,1,1,1,Weekend,5,5488,14748,267,932,183,144460.93,47.35,125569.24,-57160.98,-0.455,0
CMP-01488,CBD / Office,Central,Normal,Friend Group,Cheesecake,Free Add-on,0,11673,0,1,0,Weekday,12,9446,2757,540,928,298,301432.96,54.95,51130.66,114506.28,2.239,0
CMP-01489,Transit,Central,Christmas,Office Celebration,Strawberry,Bundle,0,45314,1,0,0,Weekday,14,10138,7988,397,811,480,389280.0,55.39,107081.83,108539.41,1.014,0
CMP-01490,Transit,Northeast,Graduation,Seasonal Gift,Cheesecake,Personalized Box,10,13467,0,1,1,Weekend,14,7321,3235,283,911,415,411712.78,54.45,59918.13,164246.37,2.741,1
CMP-01491,CBD / Office,Bangkok,Normal,Seasonal Gift,Matcha,Personalized Box,10,37373,0,0,1,Weekday,6,11897,5069,592,889,310,277794.72,51.3,66900.39,75611.91,1.13,0
CMP-01492,Mall,South,Normal,Birthday,Vanilla,Social Challenge,10,18285,0,1,0,Weekend,6,9634,4292,634,661,241,156274.28,52.66,36599.1,45699.94,1.249,0
CMP-01493,Mall,Bangkok,New Year,Self Reward,Chocolate,Bundle,10,28479,0,1,0,Weekday,12,13883,5727,692,834,707,578434.88,56.33,56312.8,269517.82,4.786,0
CMP-01494,Neighborhood,Northeast,Christmas,Couple Gift,Fruit Cake,Personalized Box,5,29373,1,1,0,Weekday,7,4976,3712,430,934,271,262099.55,52.54,95338.21,42357.91,0.444,0
CMP-01495,Mall,Bangkok,Graduation,Office Celebration,Vanilla,Social Challenge,30,20528,0,0,0,Weekday,10,13286,6444,700,710,586,291242.0,42.49,49112.26,74628.99,1.52,0
CMP-01496,Mall,South,Back to School,Self Reward,Cheesecake,Limited Edition,15,39523,1,1,1,Weekday,7,9963,6287,540,832,486,432511.07,53.27,102447.03,127934.77,1.249,1
CMP-01497,CBD / Office,South,New Year,Birthday,Cheesecake,Discount,10,20739,0,0,0,Weekday,8,7254,2800,395,855,251,193144.5,45.95,48180.53,40578.39,0.842,0
CMP-01498,University Area,Central,Mother's Day,Family Celebration,Matcha,Discount,15,23831,0,0,0,Weekday,9,9010,3565,398,958,343,279304.9,41.81,49543.64,67220.49,1.357,1
CMP-01499,Neighborhood,Bangkok,Songkran,Couple Gift,Red Velvet,Personalized Box,20,40530,0,1,1,Weekday,12,4203,4988,401,1109,415,445507.48,51.63,85442.52,144564.72,1.692,1
CMP-01500,Hospital,Bangkok,Graduation,Office Celebration,Fruit Cake,Discount,20,21272,0,1,0,Weekday,10,4618,4474,197,885,241,185984.52,44.84,56297.61,27106.55,0.481,0
CMP-01501,Hospital,Bangkok,New Year,Office Celebration,Red Velvet,Social Challenge,20,42027,1,0,0,Weekday,6,2675,12986,374,985,312,245856.0,45.8,83009.69,29591.61,0.356,0
CMP-01502,Neighborhood,Central,Back to School,Birthday,Matcha,Limited Edition,20,36456,0,1,0,Weekend,12,5582,7635,354,740,529,355007.24,49.0,79383.85,94563.39,1.191,0
CMP-01503,Transit,South,Valentine,Office Celebration,Cheesecake,Social Challenge,5,46292,1,1,0,Weekend,6,4490,12964,239,1021,187,197704.91,53.02,93298.32,11520.45,0.123,0
CMP-01504,University Area,South,Normal,Friend Group,Cheesecake,Free Add-on,0,27730,0,0,0,Weekend,11,7033,4823,271,914,247,225758.0,59.32,61000.56,72910.37,1.195,0
CMP-01505,University Area,Central,Graduation,Seasonal Gift,Fruit Cake,Discount,15,29348,1,0,1,Weekend,12,8835,5764,424,917,608,530774.27,46.56,87096.41,160052.86,1.838,1
CMP-01506,University Area,Central,Christmas,Family Celebration,Cheesecake,Limited Edition,15,19556,0,1,0,Weekday,12,7645,3718,553,947,409,373208.95,54.0,43953.97,157578.26,3.585,0
CMP-01507,Transit,North,Normal,Friend Group,Fruit Cake,Free Add-on,10,24646,0,1,0,Weekday,5,6346,3181,335,862,145,122615.19,51.79,42047.76,21460.28,0.51,0
CMP-01508,University Area,Bangkok,Normal,Office Celebration,Chocolate,Creator Collaboration,15,10652,0,1,0,Weekend,4,9526,2590,291,939,167,145287.24,48.29,19443.3,50714.3,2.608,1
CMP-01509,Neighborhood,North,Normal,Seasonal Gift,Chocolate,Free Add-on,10,19480,1,0,0,Weekday,6,4553,3581,385,920,130,107640.0,43.44,68035.17,-21273.73,-0.313,0
CMP-01510,Mall,Bangkok,Normal,Office Celebration,Fruit Cake,Limited Edition,30,34861,0,0,0,Weekday,12,12775,4610,699,917,447,298406.47,49.44,56703.22,90838.57,1.602,0
CMP-01511,CBD / Office,Bangkok,Normal,Birthday,Strawberry,Limited Edition,10,7707,0,1,0,Weekday,14,10461,1598,495,820,265,221698.15,51.75,53904.06,60827.37,1.128,0
CMP-01512,Mall,Central,New Year,Friend Group,Fruit Cake,Free Add-on,5,23959,0,0,0,Weekend,8,12231,4835,577,965,396,363033.0,55.46,51084.5,150264.03,2.941,0
CMP-01513,CBD / Office,Central,Normal,Self Reward,Matcha,Free Add-on,25,46256,0,0,0,Weekend,4,10794,8621,607,855,253,162236.25,46.5,55165.83,20266.17,0.367,0
CMP-01514,Neighborhood,Central,Normal,Self Reward,Chocolate,Personalized Box,20,10661,0,0,1,Weekday,9,6134,2169,275,785,166,116757.76,43.09,58154.49,-7845.88,-0.135,0
CMP-01515,Hospital,Bangkok,Back to School,Seasonal Gift,Matcha,Discount,10,12344,0,0,0,Weekday,4,5184,3078,267,1008,112,101606.4,44.78,29095.44,16400.43,0.564,0
CMP-01516,CBD / Office,Northeast,Normal,Couple Gift,Strawberry,Creator Collaboration,10,38601,0,0,0,Weekday,10,6373,7397,395,921,335,277681.5,49.07,74694.34,61553.09,0.824,0
CMP-01517,CBD / Office,North,New Year,Couple Gift,Strawberry,Social Challenge,15,49228,1,0,0,Weekend,14,8138,15381,404,897,752,573362.4,46.31,107976.74,157559.44,1.459,1
CMP-01518,Hospital,Northeast,Normal,Self Reward,Cheesecake,Free Add-on,20,29568,0,0,1,Weekday,7,5940,4363,259,807,239,172814.21,44.17,56693.38,19639.31,0.346,0
CMP-01519,Mall,Central,Christmas,Family Celebration,Cheesecake,Social Challenge,10,31026,0,1,1,Weekend,5,10507,5298,633,688,371,277965.07,57.27,58408.68,100768.56,1.725,1
CMP-01520,Neighborhood,Central,New Year,Seasonal Gift,Fruit Cake,Limited Edition,0,33771,0,0,1,Weekend,10,6643,3391,265,922,341,366215.45,55.28,82326.52,120116.8,1.459,1
CMP-01521,Neighborhood,Central,Songkran,Self Reward,Red Velvet,Social Challenge,15,37614,0,0,1,Weekday,9,5281,9036,368,1020,464,450562.56,49.78,64665.53,159622.49,2.468,1
CMP-01522,Hospital,Bangkok,Normal,Couple Gift,Matcha,Free Add-on,0,25919,0,0,1,Weekday,7,4692,3519,215,851,134,127718.08,59.18,63305.33,12284.14,0.194,0
CMP-01523,Neighborhood,South,Back to School,Self Reward,Fruit Cake,Bundle,20,19809,0,0,1,Weekday,6,4431,3962,286,892,193,154251.78,51.02,56610.03,22090.23,0.39,0
CMP-01524,Hospital,Northeast,Normal,Family Celebration,Strawberry,Social Challenge,0,39936,0,0,0,Weekday,6,3321,6437,262,916,175,160300.0,56.43,62687.27,27775.27,0.443,0
CMP-01525,Mall,Bangkok,Valentine,Couple Gift,Vanilla,Limited Edition,0,20352,0,1,0,Weekday,9,13721,3935,449,808,546,500108.04,51.13,47528.39,208163.59,4.38,1
CMP-01526,Hospital,Central,Normal,Self Reward,Fruit Cake,Free Add-on,20,39264,1,0,1,Weekend,13,4270,8384,174,842,289,218030.85,47.21,129875.28,-26945.65,-0.207,0
CMP-01527,CBD / Office,Northeast,New Year,Seasonal Gift,Red Velvet,Social Challenge,25,31702,0,0,0,Weekday,4,6871,7713,469,897,234,157423.5,40.53,44853.48,18949.88,0.422,0
CMP-01528,CBD / Office,Central,Normal,Family Celebration,Vanilla,Social Challenge,25,97641,1,0,0,Weekend,7,7377,23592,609,826,507,314086.5,41.66,146460.7,-15599.07,-0.107,0
CMP-01529,CBD / Office,Bangkok,Christmas,Office Celebration,Matcha,Creator Collaboration,0,55362,0,0,0,Weekday,12,8969,7912,608,992,611,606112.0,49.74,105049.54,196400.95,1.87,0
CMP-01530,University Area,Bangkok,Normal,Couple Gift,Vanilla,Creator Collaboration,10,75274,1,0,0,Weekday,14,8544,18532,543,939,1040,878904.0,43.62,146504.3,236874.88,1.617,1
CMP-01531,Neighborhood,Bangkok,Normal,Self Reward,Vanilla,Creator Collaboration,20,52805,0,1,1,Weekend,14,5417,10034,495,701,831,563890.01,49.93,111981.57,169577.04,1.514,1
CMP-01532,University Area,Bangkok,Back to School,Family Celebration,Chocolate,Personalized Box,20,26137,0,1,1,Weekday,12,8434,5290,502,844,488,398692.1,48.99,71914.08,123419.27,1.716,1
CMP-01533,University Area,South,Normal,Family Celebration,Strawberry,Personalized Box,10,36069,1,1,1,Weekday,7,6011,9688,373,922,336,337363.49,52.5,108006.72,69122.99,0.64,0
CMP-01534,Mall,Bangkok,Valentine,Family Celebration,Red Velvet,Limited Edition,10,30506,0,0,1,Weekend,9,13184,5459,622,853,584,522222.7,53.34,76586.06,201961.25,2.637,1
CMP-01535,University Area,Northeast,Normal,Self Reward,Chocolate,Free Add-on,30,52898,1,1,0,Weekend,10,7150,13879,414,842,540,346920.84,49.24,116262.49,54574.21,0.469,0
CMP-01536,Transit,Bangkok,Normal,Birthday,Vanilla,Limited Edition,15,5000,0,1,0,Weekend,9,9565,1920,372,747,219,157631.67,52.28,23305.87,59111.07,2.536,1
CMP-01537,Mall,Central,Normal,Office Celebration,Fruit Cake,Creator Collaboration,0,56593,1,0,1,Weekday,5,10536,13649,467,880,276,272025.6,54.1,117481.94,29686.15,0.253,0
CMP-01538,University Area,Bangkok,New Year,Seasonal Gift,Vanilla,Personalized Box,10,5000,0,1,0,Weekend,14,8488,1906,434,777,355,270594.14,51.57,59025.98,80514.47,1.364,0
CMP-01539,Hospital,Bangkok,Normal,Family Celebration,Red Velvet,Discount,10,31407,0,0,1,Weekday,3,3823,4380,328,1040,130,136281.6,57.49,43769.57,34575.75,0.79,0
